Date,Adj Close,Close,High,Low,Open,Volume,daily_return,ma_7,ma_30,ma_90,volatility_30,target_30d_return,ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
2022-05-11,143.61697387695312,146.5,155.4499969482422,145.80999755859375,153.5,142689800,-0.051841609364967,152.91779000418526,161.1983678181966,163.24551815456817,0.0244225902950573,-0.0330373237292237,AAPL
2022-05-12,139.75454711914062,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000,-0.0268939433379352,150.58098493303572,160.056320699056,162.82123819986978,0.0247102854284438,-0.0063131663288187,AAPL
2022-05-13,144.21499633789062,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900,0.0319163083470011,147.96683175223214,159.1660639444987,162.47161153157552,0.0256110755020991,-0.0657331487797306,AAPL
2022-05-16,142.67588806152344,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800,-0.0106723178272051,146.42632184709822,158.23429361979166,162.15680694580078,0.0256197264541896,-0.043355973702535,AAPL
2022-05-17,146.3031463623047,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300,0.0254230644719528,145.30036054338728,157.2886713663737,161.91402435302734,0.0256898272506065,-0.0838919150286244,AAPL
2022-05-18,138.04876708984375,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900,-0.0564196975779305,143.7262442452567,156.17819112141927,161.5776794433594,0.0272277562623334,-0.0134212223852689,AAPL
2022-05-19,134.6470947265625,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600,-0.024641091948814,141.32305908203125,155.0597147623698,161.2033213297526,0.0273421665269694,0.0306515059894163,AAPL
2022-05-20,134.8823699951172,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100,0.0017473475312073,140.07525852748327,153.9389643351237,160.80018412272136,0.0273415335728783,0.0387380678264335,AAPL
2022-05-23,140.29373168945312,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300,0.0401191178249005,140.15228489467077,153.06548360188802,160.45228491889105,0.028640388905694,0.0226400298446101,AAPL
2022-05-24,137.5978240966797,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700,-0.0192161656854417,139.20697457449776,152.2437510172526,160.11071268717447,0.0285097942959774,0.0475918732799629,AAPL
2022-05-25,137.7547149658203,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700,0.0011402133003963,138.50394984654017,151.36492614746095,159.7613243950738,0.0283639029285906,0.0309565033613048,AAPL
2022-05-26,140.95057678222656,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500,0.0231996546702535,137.73929704938615,150.50322621663412,159.48296678331164,0.028572261070071,0.0144662904471277,AAPL
2022-05-27,146.69522094726562,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500,0.0407564431177513,138.97450474330358,149.99974975585937,159.30721808539496,0.0293642778730164,-0.0277331024989239,AAPL
2022-05-31,145.9109649658203,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400,-0.0053461590389999,140.58362906319755,149.47731119791666,159.14143981933594,0.02936630498353,-0.002485981322094,AAPL
2022-06-01,145.7835235595703,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600,-0.0008734189804026,142.14093671526228,148.87459716796874,158.99705624050563,0.0291924902909311,0.0098177017561835,AAPL
2022-06-02,148.2343292236328,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100,0.0168112664876085,143.27530779157365,148.35912322998047,158.88848520914715,0.0294247978696953,-0.0273789628793934,AAPL
2022-06-03,142.51905822753906,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300,-0.0385556505434813,143.97834123883928,147.67957051595053,158.73639882405598,0.0301374352135768,0.038657281928333,AAPL
2022-06-06,143.2640838623047,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400,0.0052275509256884,144.76539393833704,147.1759267171224,158.59356757269964,0.0298393910156853,0.0472149456462407,AAPL
2022-06-07,145.7835235595703,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200,0.0175859826785835,145.455814906529,146.72069702148437,158.4838360256619,0.0300254092438011,0.0446505044081217,AAPL
2022-06-08,145.0482940673828,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200,-0.0050432962123259,145.22053963797433,146.43934682210286,158.24525146484376,0.0293055472108735,0.0414298090077882,AAPL
2022-06-09,139.83297729492188,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000,-0.0359557263737148,144.35225568498885,145.9916564941406,157.90038011338976,0.0299744560498885,0.0722797038092364,AAPL
2022-06-10,134.43141174316406,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900,-0.0386286958645338,142.73052542550224,145.1332239786784,157.4973378499349,0.029264868028674,0.1055204045994044,AAPL
2022-06-13,129.28468322753906,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100,-0.0382851630350948,140.023433140346,144.2986857096354,157.02374877929688,0.0293281679300664,0.1888841718340841,AAPL
2022-06-14,130.1473846435547,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300,0.0066728818486354,138.25605119977678,143.4827880859375,156.59168141682943,0.0293818218317715,0.1852217387537298,AAPL
2022-06-15,132.7648468017578,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000,0.0201115232962367,136.75616019112724,142.7045435587565,156.19185112847222,0.0296269888585678,0.1999559354763893,AAPL
2022-06-16,127.50051879882812,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900,-0.0396515201858387,134.14430236816406,141.53742523193358,155.74146813286674,0.0289642977624589,0.2418116884002799,AAPL
2022-06-17,128.9710235595703,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300,0.0115333237432733,131.84754943847656,140.7211441040039,155.2729453192817,0.0276900129935306,0.2162510670242048,AAPL
2022-06-21,133.19618225097656,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500,0.0327605269369262,130.8994358607701,140.02152099609376,154.8355980767144,0.0285047378126429,0.2227131064955387,AAPL
2022-06-22,132.68646240234375,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200,-0.003826835274245,130.65015738351005,139.4754837036133,154.43783348931206,0.0279839546048799,0.2250458270371469,AAPL
2022-06-23,135.5489959716797,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800,0.0215736671059623,131.54505920410156,138.9448038736979,154.10972510443793,0.0281332471128686,0.197509742676712,AAPL
2022-06-24,138.87225341796875,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,0.0245170200079047,132.79146902901786,138.7866465250651,153.81593119303386,0.0270232588554793,0.1654596373286312,AAPL
2022-06-27,138.87225341796875,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,0.0,133.66395568847656,138.75723673502603,153.4796106974284,0.0265687969730936,0.1658131098417208,AAPL
2022-06-28,134.73529052734375,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,-0.0297897008855602,134.69749450683594,138.44124654134114,153.09993387858074,0.0264114369079596,0.2330843944492939,AAPL
2022-06-29,136.4900360107422,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,0.0130236516099864,135.77163914271765,138.23505147298178,152.77967088487412,0.0264949883539752,0.2118373023800641,AAPL
2022-06-30,134.0294952392578,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,-0.0180272556400433,135.89068385532923,137.8259297688802,152.44925350613065,0.0261788889636742,0.2605255359409419,AAPL
2022-07-01,136.19598388671875,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,0.016164267750121,136.3920440673828,137.76417032877603,152.17531992594402,0.0243197811095862,0.2483306706222676,AAPL
2022-07-05,138.77423095703125,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,0.0189304192145414,136.85279192243303,137.90174153645833,151.97625885009765,0.0241076737607646,0.2240063122422402,AAPL
2022-07-06,140.10745239257812,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,0.0096071253744485,137.0292489188058,138.07591094970704,151.76297115749782,0.0241554857427854,0.2230092260121396,AAPL
2022-07-07,143.46998596191406,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,0.0239996767617627,137.68606785365515,138.1817860921224,151.56409539116754,0.023436579749782,0.1916081650642296,AAPL
2022-07-08,144.1463623046875,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,0.004714410043596,139.03050667898995,138.400070699056,151.3697981092665,0.023129527476998,0.1681059231212849,AAPL
2022-07-11,142.0191192626953,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,-0.0147575215078668,139.82037571498327,138.54221750895184,151.17274797227648,0.023326715999579,0.1582988310869939,AAPL
2022-07-12,142.98960876464844,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,0.006833513029735,141.1003919328962,138.6101852416992,150.94993625217015,0.022985324743942,0.1481029652542795,AAPL
2022-07-13,142.6269073486328,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,-0.0025365578600372,142.01909528459822,138.47457478841145,150.7266833835178,0.0217097100054796,0.1530874977814205,AAPL
2022-07-14,145.54823303222656,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,0.0204822900383934,142.98680986676897,138.46248372395834,150.5691716512044,0.0220291829950843,0.146805276093082,AAPL
2022-07-15,147.21478271484375,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,0.0114501539997959,144.00214276994978,138.51019236246745,150.4722691853841,0.0221240617969032,0.0910785678245182,AAPL
2022-07-18,144.1758270263672,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,-0.0206430063097877,144.1029772077288,138.37490895589193,150.36183047824437,0.0222321646080888,0.098824421161541,AAPL
2022-07-19,148.02845764160156,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,0.0267217514523416,144.65756225585938,138.55855560302734,150.23426988389758,0.0215826796577219,0.053845748662046,AAPL
2022-07-20,150.02828979492188,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,0.0135097817350917,145.8017294747489,138.78402913411458,150.17711198594836,0.0216848378142064,0.0287404088625049,AAPL
2022-07-21,152.29283142089844,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,0.015094097447035,147.1307612827846,139.00100606282552,150.18633795844184,0.0216268542875459,0.0182133190951343,AAPL
2022-07-22,151.0576171875,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400,-0.0081107838226779,148.33514840262276,139.2013168334961,150.2265416463216,0.021666976865618,0.0125672342791385,AAPL
2022-07-25,149.9400634765625,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900,-0.0073981950181984,148.9625527518136,139.53821970621746,150.2057098388672,0.0205599252708475,0.0117336110050483,AAPL
2022-07-26,148.61666870117188,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700,-0.0088261585643352,149.16282217843192,140.0110616048177,150.12122989230687,0.0191758066140542,0.0301886846694707,AAPL
2022-07-27,153.7045135498047,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700,0.0342346850666064,150.52406311035156,140.82505594889324,150.082078382704,0.0182726997701687,-0.0134920664072384,AAPL
2022-07-28,154.25350952148438,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700,0.0035717622013864,151.4133562360491,141.62859344482422,150.01248219807945,0.0182772145628962,0.0015163478501374,AAPL
2022-07-29,159.3119659423828,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900,0.0327931366786433,152.7395956856864,142.51349741617838,149.9838634914822,0.0187589235059393,0.0070579768403729,AAPL
2022-08-01,158.33163452148438,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400,-0.0061535328818488,153.60228184291296,143.54120127360025,149.90693749321832,0.0168292781584527,-0.0461662025696333,AAPL
2022-08-02,156.86114501953125,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000,-0.0092874017652713,154.43135724748885,144.4708719889323,149.79855448404948,0.0170796097874303,-0.0280247609642441,AAPL
2022-08-03,162.8607177734375,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500,0.0382476664514925,156.27716500418526,145.45968983968098,149.71484985351563,0.017394922761498,-0.0815528368143131,AAPL
2022-08-04,162.5469970703125,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100,-0.0019263129096693,158.2672119140625,146.45504099527994,149.62058953179255,0.0173580426538863,-0.0898660243243953,AAPL
2022-08-05,162.3212432861328,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000,-0.0013888523826868,159.4981733049665,147.34744923909506,149.51424984402126,0.0171957398029502,-0.0657395713527642,AAPL
2022-08-08,161.85000610351562,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900,-0.0029031146698803,160.58338710239954,148.11337432861328,149.36612955729166,0.016913232454912,-0.0483411806653755,AAPL
2022-08-09,161.8990936279297,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500,0.000303290222817,160.9529767717634,148.8809356689453,149.23149770100912,0.0169100737913013,-0.0679115105918172,AAPL
2022-08-10,166.13998413085938,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500,0.0261946525326197,162.0684552873884,149.9277587890625,149.17835642496746,0.015971281373157,-0.0974947993919995,AAPL
2022-08-11,165.40371704101562,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200,-0.0044316068386273,163.288822719029,150.89154815673828,149.12029774983725,0.01606685706182,-0.1071873554529756,AAPL
2022-08-12,168.94760131835938,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400,0.0214256628614033,164.15837751116072,152.05548502604168,149.05669538709853,0.0155935788649435,-0.1239397948907845,AAPL
2022-08-15,170.0176239013672,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700,0.0063334582714287,165.2256099155971,153.18287302652996,149.04174482557508,0.0155162372023972,-0.1237369388208422,AAPL
2022-08-16,169.86053466796875,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100,-0.0009239585273205,166.30265154157365,154.21908315022787,149.060179816352,0.0154366995133875,-0.1340229680613871,AAPL
2022-08-17,171.3527069091797,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000,0.008784690594126,167.6601802280971,155.26059163411458,149.0918223063151,0.0154324086171966,-0.1837298374116445,AAPL
2022-08-18,170.9600067138672,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100,-0.0022917653441018,168.95459638323103,156.1769256591797,149.14139845106337,0.0151690191807363,-0.2064310759471922,AAPL
